cidade;estado;populacao;idh;num familias bolsa famila
santa clara d'oeste;sao paulo;2141;0.733;82
santa clara do sul;rio grande do sul;5868;0.74;38
santa cruz;pernambuco;14782;0.635;4214
santa cruz;rio grande do norte;35095;0.618;824
santa cruz;paraiba;6677;0.549;2359
santa cruz cabralia;bahia;26250;0.654;3179
santa cruz da baixa verde;pernambuco;12209;0.612;1783
santa cruz da conceicao;sao paulo;4154;0.79;138
santa cruz da esperanca;sao paulo;1733;0.743;74
santa cruz da vitoria;bahia;6443;0.61;1112
santa cruz das palmeiras;sao paulo;33583;0.728;650
santa cruz de goias;goias;3680;0.688;142
santa cruz de minas;minas gerais;7671;0.706;441
santa cruz de monte castelo;parana;8015;0.71;469
santa cruz de salinas;minas gerais;5466;0.577;608
santa cruz do arari;para;6280;0.557;1793
santa cruz do capibaribe;pernambuco;80330;0.648;11875
santa cruz do escalvado;minas gerais;5321;0.625;447
santa cruz do piaui;piaui;5969;0.601;1031
santa cruz do rio pardo;sao paulo;43483;0.762;917
santa cruz do sul;rio grande do sul;122451;0.773;2825
santa cruz do xingu;mato grosso;2357;0.684;137
santa cruz dos milagres;piaui;3457;0.577;567
santa efigenia de minas;minas gerais;4568;0.607;666
santa ernestina;sao paulo;5618;0.738;408
santa fe;parana;10354;0.705;217
santa fe de goias;goias;4882;0.713;241
santa fe de minas;minas gerais;4129;0.615;861
santa fe do araguaia;tocantins;5795;0.616;447
santa fe do sul;sao paulo;29192;0.784;1030
santa filomena;pernambuco;14694;0.544;902
santa filomena;piaui;6180;0.533;2628
santa filomena do maranhao;maranhao;5804;0.525;1177
santa gertrudes;sao paulo;21028;0.737;359
santa helena;paraiba;6198;0.571;8143
santa helena;maranhao;35472;0.609;1360
santa helena;parana;24198;0.744;508
santa helena;santa catarina;2484;0.727;27
santa helena de goias;goias;36336;0.724;1553
santa helena de minas;minas gerais;6126;0.567;1291
santa ines;bahia;10803;0.674;9133
santa ines;paraiba;3834;0.572;718
santa ines;parana;1882;0.574;2772
santa ines;maranhao;85701;0.717;66
santa isabel;goias;3575;0.738;2222
santa isabel;sao paulo;46902;0.683;336
santa isabel do ivai;parana;8621;0.72;165
santa isabel do para;para;55570;0.659;6528
santa isabel do rio negro;amazonas;18506;0.479;2271
santa izabel do oeste;parana;11747;0.696;394
santa juliana;minas gerais;11571;0.706;484
santa leopoldina;espirito santo;12743;0.626;756
santa lucia;parana;3743;0.737;175
santa lucia;sao paulo;8154;0.687;143
santa luz;piaui;5495;0.588;1192
santa luzia;maranhao;71455;0.55;10053
santa luzia;bahia;15613;0.682;2099
santa luzia;paraiba;14752;0.556;2075
santa luzia;minas gerais;231607;0.715;13623
santa luzia d'oeste;rondonia;9348;0.67;421
santa luzia do itanhy;sergipe;13502;0.545;2528
santa luzia do norte;alagoas;7572;0.597;956
santa luzia do para;para;18417;0.546;4240
santa luzia do parua;maranhao;20190;0.599;3716
santa margarida;minas gerais;14806;0.61;2102
santa margarida do sul;rio grande do sul;2235;0.663;196
santa maria;rio grande do norte;4915;0.59;1184
santa maria;rio grande do sul;268969;0.784;6571
santa maria da boa vista;pernambuco;41745;0.59;8979
santa maria da serra;sao paulo;5920;0.686;335
santa maria da vitoria;bahia;41758;0.614;5912
santa maria das barreiras;para;17778;0.544;2459
santa maria de itabira;minas gerais;10821;0.648;365
santa maria de jetiba;espirito santo;33921;0.671;1347
santa maria do cambuca;pernambuco;12942;0.548;2766
santa maria do herval;rio grande do sul;6476;0.676;45
santa maria do oeste;parana;11369;0.609;941
santa maria do para;para;23202;0.598;3697
santa maria do salto;minas gerais;5989;0.613;848
santa maria do suacui;minas gerais;14931;0.64;1440
santa maria do tocantins;tocantins;2807;0.634;318
santa maria madalena;rio de janeiro;10775;0.668;539
santa mariana;parana;11996;0.7;940
santa mercedes;sao paulo;2596;0.739;182
santa monica;parana;3642;0.704;246
santa quiteria;ceara;45080;0.616;6904
santa quiteria do maranhao;maranhao;29551;0.555;5156
santa rita;paraiba;126775;0.609;5940
santa rita;maranhao;32872;0.627;14082
santa rita d'oeste;sao paulo;2501;0.761;39
santa rita de caldas;minas gerais;9333;0.69;322
santa rita de cassia;bahia;27528;0.605;6533
santa rita de ibitipoca;minas gerais;3847;0.63;262
santa rita de jacutinga;minas gerais;5869;0.682;356
santa rita de minas;minas gerais;5980;0.613;320
santa rita do araguaia;goias;6277;0.714;448
santa rita do itueto;minas gerais;5739;0.607;754
santa rita do novo destino;goias;3576;0.634;225
santa rita do pardo;mato grosso do sul;7454;0.642;164
santa rita do passa quatro;sao paulo;27557;0.775;813
santa rita do sapucai;minas gerais;36150;0.721;735
santa rita do tocantins;tocantins;2377;0.651;212
santa rita do trivelato;mato grosso;2751;0.735;129
santa rosa;rio grande do sul;66059;0.769;1430
santa rosa da serra;minas gerais;3407;0.705;331
santa rosa de goias;goias;2765;0.701;332
santa rosa de lima;sergipe;3996;0.592;692
santa rosa de lima;santa catarina;2103;0.757;23
santa rosa de viterbo;sao paulo;24049;0.77;559
santa rosa do piaui;piaui;5304;0.567;920
santa rosa do purus;acre;4358;0.517;1026
santa rosa do sul;santa catarina;8241;0.705;292
santa rosa do tocantins;tocantins;4565;0.595;568
santa salete;sao paulo;1446;0.772;35
santa teresa;espirito santo;20742;0.714;708
santa teresinha;paraiba;4778;0.627;847
santa teresinha;bahia;10546;0.587;1530
santa tereza;rio grande do sul;1893;0.746;7
santa tereza de goias;goias;4141;0.665;254
santa tereza do oeste;parana;9320;0.705;326
santa tereza do tocantins;tocantins;2390;0.662;195
santa terezinha;pernambuco;10184;0.593;1767
santa terezinha;mato grosso;7690;0.669;167
santa terezinha;santa catarina;9363;0.609;870
santa terezinha de goias;goias;11829;0.701;1642
santa terezinha de itaipu;parana;20539;0.738;409
santa terezinha do progresso;santa catarina;3062;0.682;126
santa terezinha do tocantins;tocantins;2343;0.637;270
santa vitoria;minas gerais;15791;0.71;945
santa vitoria do palmar;rio grande do sul;31605;0.712;1192
santaluz;bahia;35416;0.598;7445
santana;bahia;27259;0.692;14378
santana;amapa;97220;0.608;4119
santana da boa vista;rio grande do sul;8891;0.633;759
santana da ponte pensa;sao paulo;1616;0.773;57
santana da vargem;minas gerais;7222;0.698;361
santana de cataguases;minas gerais;3785;0.694;229
santana de mangueira;paraiba;5764;0.535;772
santana de parnaiba;sao paulo;114321;0.814;3831
santana de pirapama;minas gerais;8820;0.628;592
santana do acarau;ceara;30410;0.587;5293
santana do araguaia;para;55033;0.602;4676
santana do cariri;ceara;18369;0.612;3089
santana do deserto;minas gerais;3977;0.651;151
santana do garambeu;minas gerais;2205;0.667;244
santana do ipanema;alagoas;43699;0.591;7888
santana do itarare;parana;5697;0.687;250
santana do jacare;minas gerais;4716;0.647;341
santana do livramento;rio grande do sul;84079;0.621;4489
santana do manhuacu;minas gerais;8353;0.51;852
santana do maranhao;maranhao;11170;0.591;1593
santana do matos;rio grande do norte;14544;0.519;1957
santana do mundau;alagoas;12039;0.685;1791
santana do paraiso;minas gerais;24695;0.574;2412
santana do piaui;piaui;5015;0.665;588
santana do riacho;minas gerais;4405;0.59;537
santana do sao francisco;sergipe;6861;0.642;1777
santana do serido;rio grande do norte;2858;0.594;331
santana dos garrotes;paraiba;7817;0.647;1224
santana dos montes;minas gerais;4134;0.592;289
santanopolis;bahia;9643;0.691;2114
santarem;paraiba;2749;0.622;28424
santarem;para;276665;0.587;431
santarem novo;para;6347;0.766;1683
santiago;rio grande do sul;51160;0.728;1439
santiago do sul;santa catarina;1443;0.689;29
santo afonso;mato grosso;2944;0.646;314
santo amaro;bahia;58387;0.781;11198
santo amaro da imperatriz;santa catarina;18436;0.637;251
santo amaro das brotas;sergipe;12140;0.518;2243
santo amaro do maranhao;maranhao;11693;0.753;2187
santo anastacio;sao paulo;21222;0.6;816
santo andre;paraiba;2707;0.815;403
santo andre;sao paulo;673396;0.772;22918
santo angelo;rio grande do sul;75445;0.62;3440
santo antonio;rio grande do norte;22071;0.702;3899
santo antonio da alegria;sao paulo;6346;0.691;409
santo antonio da barra;goias;4295;0.717;234
santo antonio da patrulha;rio grande do sul;39500;0.718;2010
santo antonio da platina;parana;42002;0.686;1621
santo antonio das missoes;rio grande do sul;12016;0.723;1004
santo antonio de goias;goias;4230;0.7;539
santo antonio de jesus;bahia;88768;0.584;9608
santo antonio de lisboa;piaui;5965;0.718;871
santo antonio de padua;rio de janeiro;42405;0.702;1750
santo antonio de posse;sao paulo;21247;0.672;1132
santo antonio do amparo;minas gerais;18125;0.757;1771
santo antonio do aracangua;sao paulo;7335;0.671;344
santo antonio do aventureiro;minas gerais;3600;0.696;221
santo antonio do caiua;parana;2733;0.665;113
santo antonio do descoberto;goias;58474;0.633;6850
santo antonio do grama;minas gerais;4349;0.49;308
santo antonio do ica;amazonas;30351;0.558;4481
santo antonio do itambe;minas gerais;4651;0.574;562
santo antonio do jacinto;minas gerais;11458;0.714;1444
santo antonio do jardim;sao paulo;5785;0.655;120
santo antonio do leste;mato grosso;3573;0.656;249
santo antonio do leverger;mato grosso;20412;0.724;1475
santo antonio do monte;minas gerais;25899;0.764;803
santo antonio do palma;rio grande do sul;2295;0.716;20
santo antonio do paraiso;parana;2315;0.706;133
santo antonio do pinhal;sao paulo;6896;0.759;292
santo antonio do planalto;rio grande do sul;2108;0.57;33
santo antonio do retiro;minas gerais;7087;0.669;1398
santo antonio do rio abaixo;minas gerais;1794;0.671;174
santo antonio do sudoeste;parana;19386;0.632;691
santo antonio do taua;para;26855;0.566;4274
santo antonio dos lopes;maranhao;14663;0.619;2782
santo antonio dos milagres;piaui;2032;0.739;256
santo augusto;rio grande do sul;13845;0.738;576
santo cristo;rio grande do sul;14585;0.626;325
santo estevao;bahia;46855;0.732;7181
santo expedito;sao paulo;2956;0.732;152
santo expedito do sul;rio grande do sul;2684;0.657;46
santo hipolito;minas gerais;3673;0.739;330
santo inacio;parana;4956;0.613;52
santo inacio do piaui;piaui;3756;0.74;692
santopolis do aguapei;sao paulo;4234;0.84;245
santos;sao paulo;417098;0.741;8025
santos dumont;minas gerais;47244;0.611;2409
sao benedito;ceara;45407;0.541;6122
sao benedito do rio preto;maranhao;17818;0.53;3747
sao benedito do sul;pernambuco;10838;0.606;1982
sao bentinho;paraiba;4214;0.602;606
sao bento;maranhao;39312;0.58;7620
sao bento;paraiba;30353;0.672;3647
sao bento abade;minas gerais;4715;0.555;214
sao bento do norte;rio grande do norte;3658;0.72;695
sao bento do sapucai;sao paulo;10966;0.782;485
sao bento do sul;santa catarina;76514;0.605;873
sao bento do tocantins;tocantins;4666;0.595;615
sao bento do trairi;rio grande do norte;3875;0.593;879
sao bento do una;pernambuco;49372;0.677;7261
sao bernardino;santa catarina;2633;0.572;155
sao bernardo;maranhao;26615;0.805;5128
sao bernardo do campo;sao paulo;810979;0.731;22017
sao bonifacio;santa catarina;3274;0.736;69
sao borja;rio grande do sul;63035;0.572;1977
sao bras;alagoas;7062;0.664;1111
sao bras do suacui;minas gerais;3657;0.596;156
sao braz do piaui;piaui;4455;0.585;1090
sao caetano de odivelas;para;16862;0.862;2799
sao caetano do sul;sao paulo;152093;0.591;1058
sao caitano;pernambuco;36336;0.805;4752
sao carlos;sao paulo;220463;0.769;7132
sao carlos;santa catarina;10938;0.682;138
sao carlos do ivai;parana;5990;0.662;341
sao cristovao;sergipe;75104;0.665;12050
sao cristovao do sul;santa catarina;5087;0.579;216
sao desiderio;bahia;27513;0.548;4245
sao domingos;sergipe;10555;0.588;418
sao domingos;paraiba;2822;0.64;1672
sao domingos;santa catarina;9611;0.765;1649
sao domingos;goias;10156;0.597;281
sao domingos;bahia;9730;0.638;1472
sao domingos das dores;minas gerais;5418;0.594;730
sao domingos do araguaia;para;22063;0.59;3244
sao domingos do azeitao;maranhao;7252;0.532;1520
sao domingos do capim;para;27923;0.589;5104
sao domingos do cariri;paraiba;2341;0.582;346
sao domingos do maranhao;maranhao;33506;0.682;5358
sao domingos do norte;espirito santo;8205;0.69;552
sao domingos do prata;minas gerais;17857;0.763;849
sao domingos do sul;rio grande do sul;2961;0.616;33
sao felipe;bahia;20952;0.649;3236
sao felipe d'oeste;rondonia;6412;0.639;129
sao felix;bahia;16208;0.557;1876
sao felix de balsas;maranhao;4442;0.62;813
sao felix de minas;minas gerais;3484;0.668;437
sao felix do araguaia;mato grosso;11257;0.639;393
sao felix do coribe;bahia;13504;0.61;2308
sao felix do piaui;piaui;3201;0.574;502
sao felix do tocantins;tocantins;1468;0.594;152
sao felix do xingu;para;67208;0.608;7377
sao fernando;rio grande do norte;3505;0.691;442
sao fidelis;rio de janeiro;39256;0.58;3226
sao francisco;paraiba;3544;0.587;462
sao francisco;sergipe;3007;0.638;592
sao francisco;minas gerais;55141;0.723;7406
sao francisco;sao paulo;2894;0.675;104
sao francisco de assis;rio grande do sul;19799;0.485;1142
sao francisco de assis do piaui;piaui;5224;0.651;1326
sao francisco de goias;goias;5823;0.639;539
sao francisco de itabapoana;rio de janeiro;47832;0.66;4529
sao francisco de paula;minas gerais;6384;0.685;322
sao francisco de paula;rio grande do sul;22503;0.688;1056
sao francisco de sales;minas gerais;5314;0.584;401
sao francisco do brejao;maranhao;8863;0.674;1417
sao francisco do conde;bahia;31699;0.663;7261
sao francisco do gloria;minas gerais;5685;0.611;404
sao francisco do guapore;rondonia;16491;0.528;1083
sao francisco do maranhao;maranhao;14801;0.628;2550
sao francisco do oeste;rio grande do norte;3807;0.608;642
sao francisco do para;para;11743;0.57;2359
sao francisco do piaui;piaui;6461;0.762;1106
sao francisco do sul;santa catarina;40030;0.592;803
sao gabriel;rio grande do sul;59337;0.699;3596
sao gabriel;bahia;19099;0.609;3491
sao gabriel da cachoeira;amazonas;41885;0.709;5493
sao gabriel da palha;espirito santo;30604;0.729;1126
sao gabriel do oeste;mato grosso do sul;21650;0.651;813
sao geraldo;minas gerais;9846;0.6;728
sao geraldo da piedade;minas gerais;4865;0.595;504
sao geraldo do araguaia;para;25027;0.63;3127
sao geraldo do baixio;minas gerais;3461;0.739;426
sao goncalo;rio de janeiro;991382;0.67;62791
sao goncalo do abaete;minas gerais;6546;0.665;489
sao goncalo do amarante;ceara;42962;0.661;6635
sao goncalo do amarante;rio grande do norte;80737;0.56;9723
sao goncalo do gurgueia;piaui;2544;0.689;522
sao goncalo do para;minas gerais;11246;0.616;257
sao goncalo do piaui;piaui;4485;0.667;847
sao goncalo do rio abaixo;minas gerais;9738;0.64;655
sao goncalo do rio preto;minas gerais;3269;0.715;344
sao goncalo do sapucai;minas gerais;23627;0.627;970
sao goncalo dos campos;bahia;30724;0.736;3589
sao gotardo;minas gerais;32580;0.696;1126
sao jeronimo;rio grande do sul;21289;0.637;1289
sao jeronimo da serra;parana;11905;0.57;645
sao joao;parana;11187;0.727;4143
sao joao;pernambuco;22087;0.598;186
sao joao batista;santa catarina;24419;0.74;5505
sao joao batista;maranhao;18570;0.724;452
sao joao batista do gloria;minas gerais;7198;0.685;117
sao joao d'alianca;goias;8830;0.655;1471
sao joao da baliza;roraima;6028;0.671;841
sao joao da barra;rio de janeiro;30595;0.797;3318
sao joao da boa vista;sao paulo;83909;0.559;826
sao joao da canabrava;piaui;4511;0.515;795
sao joao da fronteira;piaui;5174;0.634;1037
sao joao da lagoa;minas gerais;4971;0.653;779
sao joao da mata;minas gerais;2981;0.724;171
sao joao da parauna;goias;1672;0.583;112
sao joao da ponta;para;5038;0.569;1039
sao joao da ponte;minas gerais;26983;0.582;3925
sao joao da serra;piaui;6877;0.694;1179
sao joao da urtiga;rio grande do sul;5123;0.559;93
sao joao da varjota;piaui;4965;0.72;664
sao joao das duas pontes;sao paulo;2630;0.529;47
sao joao das missoes;minas gerais;11267;0.748;2064
sao joao de iracema;sao paulo;1810;0.719;53
sao joao de meriti;rio de janeiro;469827;0.539;17566
sao joao de pirabas;para;19900;0.758;3454
sao joao del rei;minas gerais;85503;0.55;2815
sao joao do araguaia;para;11923;0.523;2420
sao joao do arraial;piaui;7440;0.664;1972
sao joao do caiua;parana;6152;0.622;462
sao joao do cariri;paraiba;4563;0.509;681
sao joao do caru;maranhao;12511;0.738;2272
sao joao do itaperiu;santa catarina;3426;0.693;54
sao joao do ivai;parana;11890;0.654;506
sao joao do jaguaribe;ceara;8500;0.65;830
sao joao do manhuacu;minas gerais;9881;0.64;1684
sao joao do manteninha;minas gerais;5132;0.761;475
sao joao do oeste;santa catarina;6269;0.648;27
sao joao do oriente;minas gerais;8128;0.625;779
sao joao do pacui;minas gerais;4223;0.609;650
sao joao do paraiso;minas gerais;22782;0.615;1499
sao joao do paraiso;maranhao;11729;0.75;1705
sao joao do pau d'alho;sao paulo;2191;0.645;103
sao joao do piaui;piaui;19264;0.748;2984
sao joao do polesine;rio grande do sul;2782;0.608;127
sao joao do rio do peixe;paraiba;18323;0.655;2636
sao joao do sabugi;rio grande do norte;5953;0.517;667
sao joao do soter;maranhao;17326;0.695;3166
sao joao do sul;santa catarina;7174;0.552;248
sao joao do tigre;paraiba;4726;0.629;1080
sao joao do triunfo;parana;14399;0.615;579
sao joao dos patos;maranhao;24357;0.638;3370
sao joao evangelista;minas gerais;16254;0.708;1632
sao joao nepomuceno;minas gerais;26160;0.687;1139
sao joaquim;santa catarina;25122;0.762;562
sao joaquim da barra;sao paulo;46172;0.662;541
sao joaquim de bicas;minas gerais;23986;0.537;2624
sao joaquim do monte;pernambuco;21872;0.732;4419
sao jorge;rio grande do sul;2825;0.722;25
sao jorge d'oeste;parana;9195;0.743;233
sao jorge do ivai;parana;5382;0.676;161
sao jorge do patrocinio;parana;6080;0.809;184
sao jose;santa catarina;201746;0.739;2476
sao jose da barra;minas gerais;7090;0.693;179
sao jose da bela vista;sao paulo;8513;0.671;694
sao jose da boa vista;parana;6320;0.608;355
sao jose da coroa grande;pernambuco;18555;0.53;2657
sao jose da lagoa tapada;paraiba;8067;0.573;1230
sao jose da laje;alagoas;23112;0.729;3519
sao jose da lapa;minas gerais;19234;0.583;1462
sao jose da safira;minas gerais;4069;0.527;543
sao jose da tapera;alagoas;31361;0.704;6208
sao jose da varginha;minas gerais;4070;0.546;270
sao jose da vitoria;bahia;6270;0.651;1437
sao jose das missoes;rio grande do sul;3039;0.713;223
sao jose das palmeiras;parana;3942;0.565;172
sao jose de caiana;paraiba;6141;0.577;1119
sao jose de espinharas;paraiba;5045;0.611;704
sao jose de mipibu;rio grande do norte;38404;0.591;4689
sao jose de piranhas;paraiba;19566;0.565;3068
sao jose de princesa;paraiba;4756;0.708;632
sao jose de ribamar;maranhao;139473;0.652;24107
sao jose de uba;rio de janeiro;7297;0.717;558
sao jose do alegre;minas gerais;4066;0.684;201
sao jose do barreiro;sao paulo;4490;0.61;360
sao jose do belmonte;pernambuco;34118;0.578;6009
sao jose do bonfim;paraiba;3314;0.581;628
sao jose do brejo do cruz;paraiba;1707;0.688;272
sao jose do calcado;espirito santo;10965;0.615;820
sao jose do campestre;rio grande do norte;12079;0.731;2128
sao jose do cedro;santa catarina;14155;0.636;297
sao jose do cerrito;santa catarina;10624;0.565;383
sao jose do divino;piaui;5217;0.658;1021
sao jose do divino;minas gerais;3881;0.635;556
sao jose do egito;pernambuco;31792;0.666;5374
sao jose do goiabal;minas gerais;5743;0.717;446
sao jose do herval;rio grande do sul;2549;0.707;158
sao jose do hortencio;rio grande do sul;4173;0.747;19
sao jose do inhacora;rio grande do sul;2122;0.552;12
sao jose do jacuipe;bahia;11134;0.566;2215
sao jose do jacuri;minas gerais;7234;0.657;745
sao jose do mantimento;minas gerais;2579;0.623;402
sao jose do norte;rio grande do sul;26116;0.755;1506
sao jose do ouro;rio grande do sul;7190;0.573;236
sao jose do peixe;piaui;3835;0.552;819
sao jose do piaui;piaui;7028;0.661;1037
sao jose do povo;mato grosso;3451;0.682;112
sao jose do rio claro;mato grosso;18637;0.774;1005
sao jose do rio pardo;sao paulo;53281;0.797;1908
sao jose do rio preto;sao paulo;419632;0.617;10030
sao jose do sabugi;paraiba;4115;0.694;592
sao jose do serido;rio grande do norte;4066;0.725;363
sao jose do sul;rio grande do sul;2010;0.66;23
sao jose do vale do rio preto;rio de janeiro;20574;0.657;1205
sao jose do xingu;mato grosso;4218;0.663;489
sao jose dos ausentes;rio grande do sul;3314;0.557;211
sao jose dos basilios;maranhao;7489;0.807;1416
sao jose dos campos;sao paulo;615871;0.556;23880
sao jose dos cordeiros;paraiba;4079;0.758;572
sao jose dos pinhais;parana;279297;0.719;8393
sao jose dos quatro marcos;mato grosso;19493;0.541;799
sao jose dos ramos;paraiba;5702;0.594;1138
sao juliao;piaui;6111;0.739;1087
sao leopoldo;rio grande do sul;211663;0.759;7307
sao lourenco;minas gerais;42688;0.653;1546
sao lourenco da mata;pernambuco;99945;0.728;11205
sao lourenco da serra;sao paulo;18319;0.749;1112
sao lourenco do oeste;santa catarina;23015;0.595;349
sao lourenco do piaui;piaui;5115;0.687;1024
sao lourenco do sul;rio grande do sul;43388;0.755;1527
sao ludgero;santa catarina;10951;0.768;100
sao luis;maranhao;997098;0.731;81431
sao luis de montes belos;goias;27793;0.62;1263
sao luis do curu;ceara;12613;0.697;1927
sao luis do paraitinga;sao paulo;10908;0.554;504
sao luis do piaui;piaui;2687;0.536;357
sao luis do quitunde;alagoas;32871;0.54;6123
sao luis gonzaga do maranhao;maranhao;19877;0.649;3617
sao luiz;roraima;5979;0.669;961
sao luiz do norte;goias;4456;0.741;371
sao luiz gonzaga;rio grande do sul;34999;0.641;1042
sao mamede;paraiba;7998;0.725;1075
sao manoel do parana;parana;2170;0.744;46
sao manuel;sao paulo;39696;0.768;737
sao marcos;rio grande do sul;20537;0.742;354
sao martinho;rio grande do sul;5910;0.726;47
sao martinho;santa catarina;3281;0.652;128
sao martinho da serra;rio grande do sul;3579;0.735;231
sao mateus;espirito santo;101613;0.616;6448
sao mateus do maranhao;maranhao;39622;0.719;6729
sao mateus do sul;parana;41188;0.606;1499
sao miguel;rio grande do norte;23593;0.71;3397
sao miguel arcanjo;sao paulo;31329;0.563;1191
sao miguel da baixa grande;piaui;2153;0.71;292
sao miguel da boa vista;santa catarina;2026;0.593;52
sao miguel das matas;bahia;10675;0.667;1804
sao miguel das missoes;rio grande do sul;7656;0.548;509
sao miguel de taipu;paraiba;6812;0.567;1426
sao miguel do aleixo;sergipe;3813;0.644;707
sao miguel do anta;minas gerais;7094;0.664;887
sao miguel do araguaia;goias;23142;0.535;1861
sao miguel do fidalgo;piaui;3182;0.591;633
sao miguel do gostoso;rio grande do norte;9240;0.591;1176
sao miguel do guama;para;44818;0.646;8322
sao miguel do guapore;rondonia;23201;0.704;995
sao miguel do iguacu;parana;26451;0.801;702
sao miguel do oeste;santa catarina;35249;0.697;504
sao miguel do passa quatro;goias;3856;0.556;286
sao miguel do tapuio;piaui;19831;0.623;2950
sao miguel do tocantins;tocantins;10737;0.623;1613
sao miguel dos campos;alagoas;54064;0.591;7314
sao miguel dos milagres;alagoas;7601;0.645;1311
sao nicolau;rio grande do sul;5959;0.693;731
sao patricio;goias;2144;0.805;193
sao paulo;sao paulo;11037593;0.692;490938
sao paulo das missoes;rio grande do sul;6767;0.521;284
sao paulo de olivenca;amazonas;32958;0.622;4107
sao paulo do potengi;rio grande do norte;15017;0.589;2822
sao pedro;rio grande do norte;6590;0.755;1121
sao pedro;sao paulo;31575;0.605;1483
sao pedro da agua branca;maranhao;11481;0.712;1531
sao pedro da aldeia;rio de janeiro;84866;0.66;4985
sao pedro da cipa;mato grosso;4241;0.739;294
sao pedro da serra;rio grande do sul;3311;0.674;21
sao pedro da uniao;minas gerais;5386;0.664;369
sao pedro das missoes;rio grande do sul;2051;0.734;93
sao pedro de alcantara;santa catarina;5183;0.763;46
sao pedro do butia;rio grande do sul;2802;0.683;45
sao pedro do iguacu;parana;6561;0.717;400
sao pedro do ivai;parana;9921;0.704;457
sao pedro do parana;parana;2561;0.595;78
sao pedro do piaui;piaui;13544;0.622;2856
sao pedro do suacui;minas gerais;5925;0.709;677
sao pedro do sul;rio grande do sul;17073;0.703;737
sao pedro do turvo;sao paulo;7439;0.6;328
sao pedro dos crentes;maranhao;4144;0.659;667
sao pedro dos ferros;minas gerais;9087;0.611;423
sao rafael;rio grande do norte;8357;0.61;1451
sao raimundo das mangabeiras;maranhao;16594;0.516;2317
sao raimundo do doca bezerra;maranhao;4372;0.661;1390
sao raimundo nonato;piaui;32215;0.516;5239
sao roberto;maranhao;5217;0.64;1294
sao romao;minas gerais;9713;0.768;1135
sao roque;sao paulo;67715;0.672;2009
sao roque de minas;minas gerais;6301;0.7;214
sao roque do canaa;espirito santo;10817;0.605;417
sao salvador do tocantins;tocantins;3136;0.549;338
sao sebastiao;sao paulo;73631;0.772;5852
sao sebastiao;alagoas;32181;0.715;3504
sao sebastiao da amoreira;parana;9012;0.692;480
sao sebastiao da bela vista;minas gerais;5193;0.558;184
sao sebastiao da boa vista;para;21874;0.701;5117
sao sebastiao da grama;sao paulo;12990;0.66;127
sao sebastiao da vargem alegre;minas gerais;2877;0.594;203
sao sebastiao de lagoa de roca;paraiba;11320;0.646;1503
sao sebastiao do alto;rio de janeiro;9052;0.607;697
sao sebastiao do anta;minas gerais;5723;0.739;1186
sao sebastiao do cai;rio grande do sul;21272;0.581;820
sao sebastiao do maranhao;minas gerais;12099;0.626;1251
sao sebastiao do oeste;minas gerais;5689;0.722;458
sao sebastiao do paraiso;minas gerais;64800;0.657;2224
sao sebastiao do passe;bahia;41758;0.632;6288
sao sebastiao do rio preto;minas gerais;1737;0.676;91
sao sebastiao do rio verde;minas gerais;2292;0.573;104
sao sebastiao do tocantins;tocantins;4441;0.577;821
sao sebastiao do uatuma;amazonas;9268;0.581;1585
sao sebastiao do umbuzeiro;paraiba;3170;0.708;508
sao sepe;rio grande do sul;24353;0.766;1014
sao simao;goias;14373;0.72;396
sao simao;sao paulo;14329;0.667;1277
sao thome das letras;minas gerais;6943;0.662;406
sao tiago;minas gerais;10645;0.7;236
sao tomas de aquino;minas gerais;7073;0.585;305
sao tome;parana;5522;0.725;1987
sao tome;rio grande do norte;11501;0.72;221
sao valentim;rio grande do sul;3996;0.764;68
sao valentim do sul;rio grande do sul;2336;0.643;8
sao valerio;tocantins;5017;0.642;556
sao valerio do sul;rio grande do sul;2729;0.754;289
sao vendelino;rio grande do sul;1891;0.642;6
sao vicente;rio grande do norte;6023;0.768;760
sao vicente;sao paulo;330795;0.715;9663
sao vicente de minas;minas gerais;6525;0.685;413
sao vicente do sul;rio grande do sul;8659;0.592;472
sao vicente ferrer;maranhao;20463;0.549;5107
sao vicente ferrer;pernambuco;17333;0.569;2545
sape;paraiba;47682;0.614;9523
sapeacu;bahia;17087;0.732;3446
sapezal;mato grosso;15735;0.711;669
sapiranga;rio grande do sul;78045;0.655;1612
sapopema;parana;6800;0.68;422
sapucai-mirim;minas gerais;6046;0.59;282
sapucaia;para;5609;0.675;466
sapucaia;rio de janeiro;17356;0.726;1092
sapucaia do sul;rio grande do sul;126316;0.709;3974
saquarema;rio de janeiro;69374;0.695;3274
sarandi;rio grande do sul;21828;0.777;895
sarandi;parana;84651;0.707;875
sarapui;sao paulo;8601;0.636;333
sardoa;minas gerais;5477;0.688;807
sarutaia;sao paulo;3790;0.734;194
sarzedo;minas gerais;25583;0.527;828
satiro dias;bahia;18919;0.66;2799
satuba;alagoas;14779;0.493;1547
satubinha;maranhao;8715;0.617;1750
saubara;bahia;11632;0.699;3265
saudade do iguacu;parana;5187;0.755;286
saudades;santa catarina;8929;0.549;83
saude;bahia;12355;0.769;2011
schroeder;santa catarina;14000;0.635;167
seabra;bahia;42175;0.779;7394
seara;santa catarina;17827;0.773;191
sebastianopolis do sul;sao paulo;3109;0.536;123
sebastiao barros;piaui;4270;0.615;805
